sample_id,graph_id,n,success_number,trial_number,selected_nodes,vertex_permutation,l1_edges,permuted_l1_edges,union_edges,chromatic_l1,chromatic_permuted_l1,chromatic_union,l1_matrix,permuted_l1_matrix,union_matrix
1,"ID1-12.56.1:",12,1,567,"1, 2, 3, 4, 6, 7, 8, 9, 10, 12","1->4, 2->8, 3->6, 4->9, 5->5, 6->7, 7->10, 8->3, 9->2, 10->12, 11->11, 12->1","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-5, 1-6, 1-9, 1-12, 2-5, 2-8, 2-9, 2-12, 3-4, 3-6, 3-7, 3-9, 3-11, 4-6, 4-9, 5-12, 6-8, 6-9, 6-11, 6-12, 7-8, 7-9, 7-10, 8-9, 8-10, 8-11, 8-12, 9-10","1-2, 1-3, 1-4, 1-5, 1-6, 1-8, 1-9, 1-12, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-7, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 6-9, 6-11, 6-12, 7-8, 7-9, 7-10, 8-9, 8-10, 8-11, 8-12, 9-10, 9-12, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 0 1 1 0 0 1 0 0 1|1 0 0 0 1 0 0 1 1 0 0 1|0 0 0 1 0 1 1 0 1 0 1 0|0 0 1 0 0 1 0 0 1 0 0 0|1 1 0 0 0 0 0 0 0 0 0 1|1 0 1 1 0 0 0 1 1 0 1 1|0 0 1 0 0 0 0 1 1 1 0 0|0 1 0 0 0 1 1 0 1 1 1 1|1 1 1 1 0 1 1 1 0 1 0 0|0 0 0 0 0 0 1 1 1 0 0 0|0 0 1 0 0 1 0 1 0 0 0 0|1 1 0 0 1 1 0 1 0 0 0 0","0 1 1 1 1 1 0 1 1 0 0 1|1 0 1 1 1 1 1 1 1 1 1 1|1 1 0 1 0 1 1 1 1 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|1 1 0 0 0 0 0 0 1 1 0 1|1 1 1 1 0 0 1 1 1 0 1 1|0 1 1 1 0 1 0 1 1 1 0 0|1 1 1 1 0 1 1 0 1 1 1 1|1 1 1 1 1 1 1 1 0 1 0 1|0 1 1 0 1 0 1 1 1 0 0 1|0 1 1 0 0 1 0 1 0 0 0 0|1 1 1 1 1 1 0 1 1 1 0 0"
2,"ID1-12.56.1:",12,2,1208,"1, 2, 3, 4, 5, 6, 7, 10, 11, 12","1->6, 2->11, 3->10, 4->7, 5->1, 6->12, 7->2, 8->8, 9->9, 10->5, 11->4, 12->3","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-3, 1-5, 1-9, 2-7, 2-11, 2-12, 3-5, 3-7, 3-9, 3-10, 4-8, 4-10, 4-11, 5-9, 5-10, 5-11, 6-7, 6-8, 6-10, 7-8, 7-9, 7-10, 7-11, 7-12, 8-10, 8-12, 9-11, 10-11, 11-12","1-3, 1-4, 1-5, 1-8, 1-9, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 2-12, 3-4, 3-5, 3-7, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-11, 4-12, 5-9, 5-10, 5-11, 5-12, 6-7, 6-8, 6-10, 7-8, 7-9, 7-10, 7-11, 7-12, 8-10, 8-11, 8-12, 9-10, 9-11, 9-12, 10-11, 10-12, 11-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 0 1 0 1 0 0 0 1 0 0 0|0 0 0 0 0 0 1 0 0 0 1 1|1 0 0 0 1 0 1 0 1 1 0 0|0 0 0 0 0 0 0 1 0 1 1 0|1 0 1 0 0 0 0 0 1 1 1 0|0 0 0 0 0 0 1 1 0 1 0 0|0 1 1 0 0 1 0 1 1 1 1 1|0 0 0 1 0 1 1 0 0 1 0 1|1 0 1 0 1 0 1 0 0 0 1 0|0 0 1 1 1 1 1 1 0 0 1 0|0 1 0 1 1 0 1 0 1 1 0 1|0 1 0 0 0 0 1 1 0 0 1 0","0 0 1 1 1 0 0 1 1 0 0 0|0 0 1 1 0 1 1 0 1 1 1 1|1 1 0 1 1 0 1 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 1 1|1 0 1 0 0 0 0 0 1 1 1 1|0 1 0 1 0 0 1 1 0 1 0 0|0 1 1 1 0 1 0 1 1 1 1 1|1 0 1 1 0 1 1 0 0 1 1 1|1 1 1 1 1 0 1 0 0 1 1 1|0 1 1 1 1 1 1 1 1 0 1 1|0 1 1 1 1 0 1 1 1 1 0 1|0 1 1 1 1 0 1 1 1 1 1 0"
3,"ID1-12.56.1:",12,3,2108,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","1->8, 2->5, 3->10, 4->6, 5->7, 6->9, 7->3, 8->1, 9->2, 10->4, 11->11, 12->12","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-6, 1-8, 1-9, 1-10, 1-11, 2-4, 2-5, 2-6, 2-7, 2-12, 3-5, 3-6, 3-9, 4-5, 4-7, 4-10, 4-12, 5-6, 5-9, 5-10, 5-11, 6-8, 6-9, 6-10, 6-12, 7-12, 8-10, 10-11, 10-12","1-3, 1-4, 1-6, 1-8, 1-9, 1-10, 1-11, 2-3, 2-4, 2-5, 2-6, 2-7, 2-9, 2-10, 2-11, 2-12, 3-4, 3-5, 3-6, 3-8, 3-9, 3-10, 3-11, 3-12, 4-5, 4-6, 4-7, 4-8, 4-9, 4-10, 4-12, 5-6, 5-9, 5-10, 5-11, 5-12, 6-7, 6-8, 6-9, 6-10, 6-12, 7-12, 8-10, 8-11, 9-10, 9-12, 10-11, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 0 0 0 0 1 0 1 1 1 1 0|0 0 0 1 1 1 1 0 0 0 0 1|0 0 0 0 1 1 0 0 1 0 0 0|0 1 0 0 1 0 1 0 0 1 0 1|0 1 1 1 0 1 0 0 1 1 1 0|1 1 1 0 1 0 0 1 1 1 0 1|0 1 0 1 0 0 0 0 0 0 0 1|1 0 0 0 0 1 0 0 0 1 0 0|1 0 1 0 1 1 0 0 0 0 0 0|1 0 0 1 1 1 0 1 0 0 1 1|1 0 0 0 1 0 0 0 0 1 0 0|0 1 0 1 0 1 1 0 0 1 0 0","0 0 1 1 0 1 0 1 1 1 1 0|0 0 1 1 1 1 1 0 1 1 1 1|1 1 0 1 1 1 0 1 1 1 1 1|1 1 1 0 1 1 1 1 1 1 0 1|0 1 1 1 0 1 0 0 1 1 1 1|1 1 1 1 1 0 1 1 1 1 0 1|0 1 0 1 0 1 0 0 0 0 0 1|1 0 1 1 0 1 0 0 0 1 1 0|1 1 1 1 1 1 0 0 0 1 0 1|1 1 1 1 1 1 0 1 1 0 1 1|1 1 1 0 1 0 0 1 0 1 0 0|0 1 1 1 1 1 1 0 1 1 0 0"
4,"ID1-12.56.1:",12,4,3366,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11","1->3, 2->10, 3->11, 4->6, 5->2, 6->8, 7->7, 8->9, 9->1, 10->4, 11->5, 12->12","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-4, 1-6, 1-10, 1-12, 2-4, 2-12, 3-6, 3-9, 3-11, 4-10, 4-11, 4-12, 5-9, 5-10, 5-11, 6-7, 6-8, 6-9, 6-10, 6-11, 6-12, 7-8, 7-10, 8-9, 8-10, 9-11, 10-11, 11-12","1-2, 1-3, 1-4, 1-6, 1-8, 1-10, 1-12, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-11, 4-12, 5-9, 5-10, 5-11, 5-12, 6-7, 6-8, 6-9, 6-10, 6-11, 6-12, 7-8, 7-10, 8-9, 8-10, 8-11, 9-10, 9-11, 9-12, 10-11, 10-12, 11-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 1 0 1 0 0 0 1 0 1|1 0 0 1 0 0 0 0 0 0 0 1|0 0 0 0 0 1 0 0 1 0 1 0|1 1 0 0 0 0 0 0 0 1 1 1|0 0 0 0 0 0 0 0 1 1 1 0|1 0 1 0 0 0 1 1 1 1 1 1|0 0 0 0 0 1 0 1 0 1 0 0|0 0 0 0 0 1 1 0 1 1 0 0|0 0 1 0 1 1 0 1 0 0 1 0|1 0 0 1 1 1 1 1 0 0 1 0|0 0 1 1 1 1 0 0 1 1 0 1|1 1 0 1 0 1 0 0 0 0 1 0","0 1 1 1 0 1 0 1 0 1 0 1|1 0 1 1 0 1 1 0 1 1 1 1|1 1 0 1 0 1 0 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 1 1|0 0 0 0 0 0 0 0 1 1 1 1|1 1 1 1 0 0 1 1 1 1 1 1|0 1 0 1 0 1 0 1 0 1 0 0|1 0 1 1 0 1 1 0 1 1 1 0|0 1 1 1 1 1 0 1 0 1 1 1|1 1 1 1 1 1 1 1 1 0 1 1|0 1 1 1 1 1 0 1 1 1 0 1|1 1 1 1 1 1 0 0 1 1 1 0"
5,"ID1-12.56.1:",12,5,4411,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11","1->11, 2->10, 3->1, 4->7, 5->5, 6->4, 7->9, 8->3, 9->8, 10->2, 11->6, 12->12","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-3, 1-6, 1-7, 1-10, 1-11, 1-12, 2-5, 2-8, 2-10, 2-12, 3-4, 3-6, 3-7, 3-11, 4-7, 4-9, 4-10, 5-8, 5-12, 6-10, 7-8, 7-9, 7-10, 7-11, 7-12, 8-10, 8-12, 9-10","1-2, 1-3, 1-4, 1-6, 1-7, 1-8, 1-10, 1-11, 1-12, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-7, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-12, 5-8, 5-9, 5-10, 5-12, 6-7, 6-8, 6-10, 7-8, 7-9, 7-10, 7-11, 7-12, 8-10, 8-11, 8-12, 9-10, 9-12, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 1 0 0 1 1 0 0 1 1 1|1 0 0 0 1 0 0 1 0 1 0 1|1 0 0 1 0 1 1 0 0 0 1 0|0 0 1 0 0 0 1 0 1 1 0 0|0 1 0 0 0 0 0 1 0 0 0 1|1 0 1 0 0 0 0 0 0 1 0 0|1 0 1 1 0 0 0 1 1 1 1 1|0 1 0 0 1 0 1 0 0 1 0 1|0 0 0 1 0 0 1 0 0 1 0 0|1 1 0 1 0 1 1 1 1 0 0 0|1 0 1 0 0 0 1 0 0 0 0 0|1 1 0 0 1 0 1 1 0 0 0 0","0 1 1 1 0 1 1 1 0 1 1 1|1 0 1 1 1 1 1 1 1 1 1 1|1 1 0 1 0 1 1 1 0 1 1 1|1 1 1 0 0 1 1 1 1 1 0 1|0 1 0 0 0 0 0 1 1 1 0 1|1 1 1 1 0 0 1 1 0 1 0 0|1 1 1 1 0 1 0 1 1 1 1 1|1 1 1 1 1 1 1 0 0 1 1 1|0 1 0 1 1 0 1 0 0 1 0 1|1 1 1 1 1 1 1 1 1 0 0 1|1 1 1 0 0 0 1 1 0 0 0 0|1 1 1 1 1 0 1 1 1 1 0 0"
6,"ID1-12.56.1:",12,6,5428,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12","1->7, 2->6, 3->1, 4->9, 5->4, 6->12, 7->3, 8->5, 9->8, 10->10, 11->11, 12->2","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-5, 1-6, 1-7, 1-9, 1-10, 1-11, 2-4, 2-8, 2-9, 2-10, 3-6, 3-9, 3-12, 4-8, 4-10, 5-7, 5-9, 5-11, 5-12, 6-8, 6-9, 6-10, 6-11, 6-12, 7-9, 8-9, 8-10, 9-12","1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 2-3, 2-4, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 3-4, 3-6, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-12, 5-7, 5-9, 5-10, 5-11, 5-12, 6-7, 6-8, 6-9, 6-10, 6-11, 6-12, 7-9, 8-9, 8-10, 8-11, 9-10, 9-12, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 0 1 1 1 0 1 1 1 0|1 0 0 1 0 0 0 1 1 1 0 0|0 0 0 0 0 1 0 0 1 0 0 1|0 1 0 0 0 0 0 1 0 1 0 0|1 0 0 0 0 0 1 0 1 0 1 1|1 0 1 0 0 0 0 1 1 1 1 1|1 0 0 0 1 0 0 0 1 0 0 0|0 1 0 1 0 1 0 0 1 1 0 0|1 1 1 0 1 1 1 1 0 0 0 1|1 1 0 1 0 1 0 1 0 0 0 0|1 0 0 0 1 1 0 0 0 0 0 0|0 0 1 0 1 1 0 0 1 0 0 0","0 1 1 1 1 1 1 1 1 1 1 0|1 0 1 1 0 1 1 1 1 1 1 0|1 1 0 1 0 1 0 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 0 1|1 0 0 0 0 0 1 0 1 1 1 1|1 1 1 1 0 0 1 1 1 1 1 1|1 1 0 1 1 1 0 0 1 0 0 0|1 1 1 1 0 1 0 0 1 1 1 0|1 1 1 1 1 1 1 1 0 1 0 1|1 1 1 1 1 1 0 1 1 0 0 1|1 1 1 0 1 1 0 1 0 0 0 0|0 0 1 1 1 1 0 0 1 1 0 0"
7,"ID1-12.56.1:",12,7,6097,"1, 3, 4, 5, 6, 7, 8, 10, 11, 12","1->5, 2->2, 3->12, 4->8, 5->3, 6->11, 7->1, 8->10, 9->9, 10->6, 11->4, 12->7","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-8, 1-11, 2-4, 2-6, 2-8, 2-9, 2-11, 2-12, 3-6, 3-7, 3-9, 4-10, 4-12, 5-8, 5-10, 5-12, 6-7, 6-9, 6-12, 7-8, 7-9, 7-12, 8-9, 8-10, 8-11, 8-12, 10-11, 10-12","1-2, 1-3, 1-4, 1-8, 1-11, 2-3, 2-4, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-7, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-12, 5-8, 5-9, 5-10, 5-12, 6-7, 6-8, 6-9, 6-12, 7-8, 7-9, 7-12, 8-9, 8-10, 8-11, 8-12, 9-10, 9-12, 10-11, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 0 0 0 0 1 0 0 1 0|1 0 0 1 0 1 0 1 1 0 1 1|0 0 0 0 0 1 1 0 1 0 0 0|0 1 0 0 0 0 0 0 0 1 0 1|0 0 0 0 0 0 0 1 0 1 0 1|0 1 1 0 0 0 1 0 1 0 0 1|0 0 1 0 0 1 0 1 1 0 0 1|1 1 0 0 1 0 1 0 1 1 1 1|0 1 1 0 0 1 1 1 0 0 0 0|0 0 0 1 1 0 0 1 0 0 1 1|1 1 0 0 0 0 0 1 0 1 0 0|0 1 0 1 1 1 1 1 0 1 0 0","0 1 1 1 0 0 0 1 0 0 1 0|1 0 1 1 0 1 1 1 1 1 1 1|1 1 0 1 0 1 1 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 0 1|0 0 0 0 0 0 0 1 1 1 0 1|0 1 1 1 0 0 1 1 1 0 0 1|0 1 1 1 0 1 0 1 1 0 0 1|1 1 1 1 1 1 1 0 1 1 1 1|0 1 1 1 1 1 1 1 0 1 0 1|0 1 1 1 1 0 0 1 1 0 1 1|1 1 1 0 0 0 0 1 0 1 0 0|0 1 1 1 1 1 1 1 1 1 0 0"
8,"ID1-12.56.1:",12,8,7445,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11","1->11, 2->9, 3->8, 4->10, 5->5, 6->3, 7->6, 8->4, 9->1, 10->2, 11->7, 12->12","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-5, 1-9, 1-10, 1-12, 2-5, 2-8, 2-9, 2-12, 3-4, 3-6, 3-9, 3-10, 4-7, 4-8, 4-10, 4-11, 5-12, 6-9, 6-10, 7-8, 7-9, 8-9, 8-10, 8-11, 8-12, 9-10, 10-11, 10-12","1-2, 1-3, 1-4, 1-5, 1-8, 1-9, 1-10, 1-12, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-11, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 6-9, 6-10, 7-8, 7-9, 8-9, 8-10, 8-11, 8-12, 9-10, 9-12, 10-11, 10-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 0 1 0 0 0 1 1 0 1|1 0 0 0 1 0 0 1 1 0 0 1|0 0 0 1 0 1 0 0 1 1 0 0|0 0 1 0 0 0 1 1 0 1 1 0|1 1 0 0 0 0 0 0 0 0 0 1|0 0 1 0 0 0 0 0 1 1 0 0|0 0 0 1 0 0 0 1 1 0 0 0|0 1 0 1 0 0 1 0 1 1 1 1|1 1 1 0 0 1 1 1 0 1 0 0|1 0 1 1 0 1 0 1 1 0 1 1|0 0 0 1 0 0 0 1 0 1 0 0|1 1 0 0 1 0 0 1 0 1 0 0","0 1 1 1 1 0 0 1 1 1 0 1|1 0 1 1 1 1 1 1 1 1 1 1|1 1 0 1 0 1 0 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 1 1|1 1 0 0 0 0 0 0 1 1 0 1|0 1 1 1 0 0 1 1 1 1 0 0|0 1 0 1 0 1 0 1 1 0 0 0|1 1 1 1 0 1 1 0 1 1 1 1|1 1 1 1 1 1 1 1 0 1 0 1|1 1 1 1 1 1 0 1 1 0 1 1|0 1 1 1 0 0 0 1 0 1 0 0|1 1 1 1 1 0 0 1 1 1 0 0"
9,"ID1-12.56.1:",12,9,8835,"2, 3, 4, 5, 6, 8, 9, 10, 11, 12","1->1, 2->11, 3->2, 4->12, 5->3, 6->4, 7->7, 8->10, 9->6, 10->9, 11->5, 12->8","1-3, 1-4, 1-8, 2-3, 2-4, 2-6, 2-7, 2-9, 2-10, 2-11, 3-4, 3-8, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-12, 5-9, 5-10, 5-12, 6-7, 6-8, 8-11, 9-10, 9-12, 10-12","1-2, 1-10, 1-12, 2-5, 2-8, 2-9, 2-10, 2-11, 2-12, 3-6, 3-8, 3-9, 4-7, 4-10, 4-11, 4-12, 5-10, 5-11, 6-8, 6-9, 6-11, 6-12, 7-11, 7-12, 8-9, 8-12, 9-11, 10-12, 11-12","1-2, 1-3, 1-4, 1-8, 1-10, 1-12, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 3-4, 3-6, 3-8, 3-9, 3-10, 3-11, 3-12, 4-6, 4-7, 4-8, 4-9, 4-10, 4-11, 4-12, 5-9, 5-10, 5-11, 5-12, 6-7, 6-8, 6-9, 6-11, 6-12, 7-11, 7-12, 8-9, 8-11, 8-12, 9-10, 9-11, 9-12, 10-12, 11-12",4,4,8,"0 0 1 1 0 0 0 1 0 0 0 0|0 0 1 1 0 1 1 0 1 1 1 0|1 1 0 1 0 0 0 1 0 1 1 1|1 1 1 0 0 1 1 1 1 0 0 1|0 0 0 0 0 0 0 0 1 1 0 1|0 1 0 1 0 0 1 1 0 0 0 0|0 1 0 1 0 1 0 0 0 0 0 0|1 0 1 1 0 1 0 0 0 0 1 0|0 1 0 1 1 0 0 0 0 1 0 1|0 1 1 0 1 0 0 0 1 0 0 1|0 1 1 0 0 0 0 1 0 0 0 0|0 0 1 1 1 0 0 0 1 1 0 0","0 1 0 0 0 0 0 0 0 1 0 1|1 0 0 0 1 0 0 1 1 1 1 1|0 0 0 0 0 1 0 1 1 0 0 0|0 0 0 0 0 0 1 0 0 1 1 1|0 1 0 0 0 0 0 0 0 1 1 0|0 0 1 0 0 0 0 1 1 0 1 1|0 0 0 1 0 0 0 0 0 0 1 1|0 1 1 0 0 1 0 0 1 0 0 1|0 1 1 0 0 1 0 1 0 0 1 0|1 1 0 1 1 0 0 0 0 0 0 1|0 1 0 1 1 1 1 0 1 0 0 1|1 1 0 1 0 1 1 1 0 1 1 0","0 1 1 1 0 0 0 1 0 1 0 1|1 0 1 1 1 1 1 1 1 1 1 1|1 1 0 1 0 1 0 1 1 1 1 1|1 1 1 0 0 1 1 1 1 1 1 1|0 1 0 0 0 0 0 0 1 1 1 1|0 1 1 1 0 0 1 1 1 0 1 1|0 1 0 1 0 1 0 0 0 0 1 1|1 1 1 1 0 1 0 0 1 0 1 1|0 1 1 1 1 1 0 1 0 1 1 1|1 1 1 1 1 0 0 0 1 0 0 1|0 1 1 1 1 1 1 1 1 0 0 1|1 1 1 1 1 1 1 1 1 1 1 0"
